Image Filename,URL,Source URL,Download Date And Time
06-05-2023T11-46-18.576124.jpg,https://images.english.elpais.com/resizer/Uz3ae9hH8OxAFZWUr_k295wE9Wk=/414x0/cloudfront-eu-central-1.images.arcpublishing.com/prisa/IO75WM3CDSCXGN46LDPYMGPBB4.jpg,https://english.elpais.com/international/2023-02-09/gallery-aerial-images-reveal-scale-of-earthquake-devastation-in-turkey-and-syria.html,06-05-2023 11:46:18
06-05-2023T11-46-18.312940.jpg,https://images.english.elpais.com/resizer/bunolgMsGvUqPR4XGHnOROa1OzQ=/414x0/filters:focal(2939x1912:2949x1922)/cloudfront-eu-central-1.images.arcpublishing.com/prisa/BGYAQQ26RQ5VDAYCOUUBBDZNZ4.jpg,https://english.elpais.com/international/2023-02-09/gallery-aerial-images-reveal-scale-of-earthquake-devastation-in-turkey-and-syria.html,06-05-2023 11:46:18
06-05-2023T11-46-17.984945.jpeg,https://storage.googleapis.com/afs-prod/media/5a331b29eaf14d95921ce5767875e4b4/800.jpeg,https://apnews.com/article/fires-environment-and-nature-california-weather-wildfires-75a774c3a302be9a43f9d0b876b1fe74,06-05-2023 11:46:17
06-05-2023T11-46-18.146449.png,https://enterprise-insights.dji.com/hs-fs/hubfs/12.png?width=409&name=12.png,https://enterprise-insights.dji.com/user-stories/mapping-camp-fire-drones,06-05-2023 11:46:18
06-05-2023T11-46-18.120537.png,https://images.english.elpais.com/resizer/N7goG8FDL4Oiwg5x07FVND_NW3I=/100x100/s3.amazonaws.com/arc-authors/prisa/0b9a52b8-006a-4382-938a-05e3d58f07cf.png,https://english.elpais.com/international/2023-02-09/gallery-aerial-images-reveal-scale-of-earthquake-devastation-in-turkey-and-syria.html,06-05-2023 11:46:18
06-05-2023T11-46-17.854851.png,https://enterprise-insights.dji.com/hs-fs/hubfs/13.png?width=409&name=13.png,https://enterprise-insights.dji.com/user-stories/mapping-camp-fire-drones,06-05-2023 11:46:17
06-05-2023T11-46-17.890737.jpg,https://images.english.elpais.com/resizer/Uryfx_Y6lb9fT_wCxHwTuYZWjzI=/414x0/cloudfront-eu-central-1.images.arcpublishing.com/prisa/RH3MJKABZON2SUKDKJQ5PZ75HE.jpg,https://english.elpais.com/international/2023-02-09/gallery-aerial-images-reveal-scale-of-earthquake-devastation-in-turkey-and-syria.html,06-05-2023 11:46:17
06-05-2023T11-46-17.293197.jpg,https://enterprise-insights.dji.com/hs-fs/hubfs/IMG_0458-1.jpg?width=4032&name=IMG_0458-1.jpg,https://enterprise-insights.dji.com/user-stories/mapping-camp-fire-drones,06-05-2023 11:46:17
06-05-2023T11-46-17.350161.png,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Earth_Day_Flag.png/32px-Earth_Day_Flag.png,https://en.wikipedia.org/wiki/Wildfire,06-05-2023 11:46:17
06-05-2023T11-46-17.175734.jpg,https://enterprise-insights.dji.com/hs-fs/hubfs/content_f3496400a28ee27ae20ed2dff6c33f3d.jpg?width=300&name=content_f3496400a28ee27ae20ed2dff6c33f3d.jpg,https://enterprise-insights.dji.com/user-stories/mapping-camp-fire-drones,06-05-2023 11:46:17
06-05-2023T11-46-17.019746.png,https://enterprise-insights.dji.com/hs-fs/hubfs/content_6f0ad434025d47f3e651b41fc3152bec.png?width=511&name=content_6f0ad434025d47f3e651b41fc3152bec.png,https://enterprise-insights.dji.com/user-stories/mapping-camp-fire-drones,06-05-2023 11:46:17
06-05-2023T11-46-15.510481.jpg,https://enterprise-insights.dji.com/hs-fs/hubfs/51584CFA60FCFF995713398B73CFDA03.jpg?width=4000&name=51584CFA60FCFF995713398B73CFDA03.jpg,https://enterprise-insights.dji.com/user-stories/mapping-camp-fire-drones,06-05-2023 11:46:15
06-05-2023T11-46-16.511840.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Wildland_Firefighter.jpg/170px-Wildland_Firefighter.jpg,https://en.wikipedia.org/wiki/Wildfire,06-05-2023 11:46:16
06-05-2023T11-46-16.416820.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Wildfire_fighter.jpg/220px-Wildfire_fighter.jpg,https://en.wikipedia.org/wiki/Wildfire,06-05-2023 11:46:16
06-05-2023T11-46-16.102546.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Wildfires_Balkans_July_2007-NASA.jpg/240px-Wildfires_Balkans_July_2007-NASA.jpg,https://en.wikipedia.org/wiki/Wildfire,06-05-2023 11:46:16
06-05-2023T11-46-15.873277.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Drymountainlookout1930.jpg/170px-Drymountainlookout1930.jpg,https://en.wikipedia.org/wiki/Wildfire,06-05-2023 11:46:15
06-05-2023T11-46-15.755783.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Fire_activity_swifts_creek_2007_edit.jpg/933px-Fire_activity_swifts_creek_2007_edit.jpg,https://en.wikipedia.org/wiki/Wildfire,06-05-2023 11:46:15
06-05-2023T11-46-15.371876.jpg,https://elements-video-cover-images-0.imgix.net/3ec46adb-0758-4dc1-83a0-18c14aeea238/video_preview/video_preview_0000.jpg?auto=compress%2Cformat&fit=min&h=281&w=500&s=c3fb4156a3d44a27f515dd1219d41635,https://elements.envato.com/aerial-drone-rotating-shot-over-a-village-house-su-T7RYRQW,06-05-2023 11:46:15
06-05-2023T11-46-15.344967.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Western_fires_2020.jpg/240px-Western_fires_2020.jpg,https://en.wikipedia.org/wiki/Wildfire,06-05-2023 11:46:15
06-05-2023T11-46-14.976093.jpg,https://elements-video-cover-images-0.imgix.net/c0614914-a739-4897-8cc4-afa98cbb4e3c/video_preview/video_preview_0000.jpg?auto=compress%2Cformat&fit=min&h=281&w=500&s=09435eb6c9628b8b76fcde465da04689,https://elements.envato.com/aerial-drone-rotating-shot-over-a-village-house-su-T7RYRQW,06-05-2023 11:46:14
06-05-2023T11-46-15.029427.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Global_Fires_-_August_and_February_2008.jpg/440px-Global_Fires_-_August_and_February_2008.jpg,https://en.wikipedia.org/wiki/Wildfire,06-05-2023 11:46:15
06-05-2023T11-46-14.621670.png,https://en.wikipedia.org/static/images/footer/poweredby_mediawiki_88x31.png,https://en.wikipedia.org/wiki/Drones_in_wildfire_management,06-05-2023 11:46:14
06-05-2023T11-46-14.513370.png,https://en.wikipedia.org/static/images/footer/wikimedia-button.png,https://en.wikipedia.org/wiki/Drones_in_wildfire_management,06-05-2023 11:46:14
06-05-2023T11-46-14.469987.jpg,https://elements-video-cover-images-0.imgix.net/8c96532c-566b-46c6-8239-b699adde5bcd/video_preview/video_preview_0000.jpg?auto=compress%2Cformat&fit=min&h=281&w=500&s=605a4005d5095315eb58ed4096d19c0e,https://elements.envato.com/aerial-drone-rotating-shot-over-a-village-house-su-T7RYRQW,06-05-2023 11:46:14
06-05-2023T11-46-14.363747.jpg,https://elements-video-cover-images-0.imgix.net/dc3a5755-8bb0-4711-946b-0d08bb98d46d/video_preview/video_preview_0000.jpg?auto=compress%2Cformat&fit=min&h=281&w=500&s=58436111fd5f2dbc7321c6a2f817e1e6,https://elements.envato.com/aerial-drone-rotating-shot-over-a-village-house-su-T7RYRQW,06-05-2023 11:46:14
06-05-2023T11-46-14.296956.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/MQ-9_Reaper_unmanned_aerial_vehicle.jpg/220px-MQ-9_Reaper_unmanned_aerial_vehicle.jpg,https://en.wikipedia.org/wiki/Drones_in_wildfire_management,06-05-2023 11:46:14
06-05-2023T11-46-14.267531.jpg,https://elements-video-cover-images-0.imgix.net/b2aefdb7-752c-4347-bbfc-615434ee6b8d/video_preview/video_preview_0000.jpg?auto=compress%2Cformat&fit=min&h=281&w=500&s=a0d3fbc40ec4770de6977989875d14ed,https://elements.envato.com/aerial-drone-rotating-shot-over-a-village-house-su-T7RYRQW,06-05-2023 11:46:14
06-05-2023T11-46-14.232845.png,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Earth_Day_Flag.png/16px-Earth_Day_Flag.png,https://en.wikipedia.org/wiki/Wildfire,06-05-2023 11:46:14
06-05-2023T11-46-14.202942.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/DJI_Phantom_4_in_Flight_March_2016.jpg/220px-DJI_Phantom_4_in_Flight_March_2016.jpg,https://en.wikipedia.org/wiki/Drones_in_wildfire_management,06-05-2023 11:46:14
06-05-2023T11-46-13.853395.jpg,https://elements-video-cover-images-0.imgix.net/f1e08c94-b468-4b60-936a-76e5e4eccd95/video_preview/video_preview_0000.jpg?auto=compress%2Cformat&fit=min&h=450&w=800&s=ae8e8f81aea8d5615fa5f27d44397a6d,https://elements.envato.com/aerial-drone-rotating-shot-over-a-village-house-su-T7RYRQW,06-05-2023 11:46:13
06-05-2023T11-46-14.029237.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Air_pollution3.jpg/220px-Air_pollution3.jpg,https://en.wikipedia.org/wiki/Wildfire,06-05-2023 11:46:14
06-05-2023T11-46-13.999334.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/NASA_Ikhana.jpg/220px-NASA_Ikhana.jpg,https://en.wikipedia.org/wiki/Drones_in_wildfire_management,06-05-2023 11:46:13
06-05-2023T11-46-13.469155.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/163d_Attack_Wing_Converts_Reapers_into_Hunter-Killers_of_Wildfire.jpg/220px-163d_Attack_Wing_Converts_Reapers_into_Hunter-Killers_of_Wildfire.jpg,https://en.wikipedia.org/wiki/Drones_in_wildfire_management,06-05-2023 11:46:13
06-05-2023T11-46-12.847000.png,https://en.wikipedia.org/static/images/icons/wikipedia.png,https://en.wikipedia.org/wiki/Drones_in_wildfire_management,06-05-2023 11:46:12
06-05-2023T11-46-13.322051.png,https://en.wikipedia.org/static/images/icons/wikipedia.png,https://en.wikipedia.org/wiki/Wildfire,06-05-2023 11:46:13
